2023-04-17 23-20-35 top info:
Tasks: 781 total,   1 running, 780 sleeping,   0 stopped,   0 zombie
  Mem:  7703324K total,  7114480K used,   588844K free,   5079040 buffers
 Swap:  4194304K total,         0 used,  4194304K free,  2623824K cached
800%cpu 130%user   0%nice 212%sys 458%idle   0%iow   0%irq   0%sirq   0%host
   PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
  1024 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [md1_tx3_worker]
  1023 system       20   0 2.0G 2.7M 2.7M S  0.0   0.0   0:01.11 thermal
  1017 system       20   0 2.0G 2.2M 2.2M S  0.0   0.0   0:00.09 getgameserver
  1015 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [md1_tx2_worker]
  1008 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [md1_tx1_worker]
  1002 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [md1_tx0_worker]
  1000 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [dpmaif_rx_push]
   999 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccci_dpmaif_rx0]
   996 cameraserver 20   0 2.7G  41M  40M S  0.0   0.5   0:17.71 camerahalserver ASAN_OPTIONS=abort_on_error=1
   988 system       20   0 2.0G 5.7M 5.1M S  0.0   0.0   0:47.46 android.hardware.sensors@2.0-service-mediatek
   982 mediacodec   20   0  62M  13M  10M S  0.0   0.1   0:03.43 media.codec hw/android.hardware.media.omx@1.0-service
   979 wifi         20   0 2.0G 6.4M 5.9M S  0.0   0.0   0:06.04 wificond
   977 system       20   0 2.0G 4.9M 4.5M S  0.0   0.0   0:00.01 vivoperfservice
   972 cameraserver 20   0  26M 6.5M 5.6M S  0.0   0.0   0:00.04 vivocameraserver
   969 root         20   0  14M 1.4M 1.2M S  0.0   0.0   0:00.01 vendor.vivo.hardware.nativecamera.provider@1.0-service
   959 root         20   0  16M 1.4M 1.2M S  0.0   0.0   0:00.01 vendor.vivo.hardware.camera.cameralog@1.0-service
   953 root         30  10 2.0G 6.0M 4.5M S  0.0   0.0   0:01.92 storaged
   949 shell        20   0 2.0G 3.5M 3.5M S  0.0   0.0   0:00.07 netdiag
   945 system       20   0 2.0G 3.6M 3.3M S  0.0   0.0   0:13.13 mobile_log_d
   933 mediacodec   20   0 2.1G 9.1M 8.9M S  0.0   0.1   0:00.06 media.vivocodec avivocodec
   932 media        20   0  70M  16M  15M S  0.0   0.2   0:00.84 mediaserver
   927 media        20   0 2.2G 5.1M 5.1M S  0.0   0.0   0:00.16 media.metrics diametrics
   924 mediaex      20   0 2.1G  25M  23M S  0.0   0.3   0:00.31 media.extractor aextractor
   920 keystore     20   0 2.0G 8.7M 7.9M S  0.0   0.1   0:00.40 keystore /data/misc/keystore
   917 root         20   0 2.1G 5.9M 4.6M S  0.0   0.0   0:03.00 installd
   915 system       20   0  59M  16M  16M S  0.0   0.2   0:00.22 vtservice
   907 system       20   0 2.0G 2.5M 2.5M S  0.0   0.0   0:00.00 thermald
   895 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
   890 incidentd    20   0 2.0G 5.0M 4.7M S  0.0   0.0   0:00.01 incidentd
   883 drm          20   0  58M  16M  16M S  0.0   0.2   0:00.08 drmserver
   881 shell        20   0  10M 212K 212K S  0.0   0.0   0:00.16 connsyslogger
   867 cameraserver 20   0  56M  19M  16M S  0.0   0.2   0:02.57 cameraserver
   865 root         20   0 2.1G 2.7M 2.5M S  0.0   0.0   0:00.20 vdtf
   864 root         20   0 2.1G 9.2M 8.4M S  0.0   0.1   0:04.85 vivo_daemon
   860 shell        20   0 2.1G 2.7M 2.7M S  0.0   0.0   0:00.01 lbs_dbg
   859 gps          20   0  41M 7.7M 5.6M S  0.0   0.1   0:08.66 mnld
   858 root         20   0 2.0G 2.9M 2.6M S  0.0   0.0   0:00.09 dr
   855 system       20   0 2.0G 3.8M 3.8M S  0.0   0.0   0:00.01 vendor.vivo.secure_element@1.0-service
   853 root         20   0 2.0G 3.1M 3.0M S  0.0   0.0   0:00.24 slad
   850 nfc          20   0 2.0G 5.5M 5.5M S  0.0   0.0   0:00.07 android.hardware.nfc@1.2-service
   849 system       20   0 2.2G 7.8M 7.8M S  0.0   0.1   0:00.12 android.hardware.neuralnetworks@1.3-service-mtk-neuron
   841 nobody       20   0 2.0G 3.3M 3.2M S  0.0   0.0   0:00.14 traced
   840 nobody       20   0 2.0G 3.0M 3.0M S  0.0   0.0   0:00.13 traced_probes
   836 system       20   0 2.1G  21M  21M S  0.0   0.2   0:00.04 dcdiming
   805 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [sub_conninfra_t]
   804 root         20   0    0    0    0 S  0.0   0.0   0:01.11 [sub_wifi_thrd]
   803 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [sub_gps_thrd]
   802 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [sub_fm_thrd]
   801 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [sub_bt_thrd]
   800 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [conninfra_cb]
   799 root         20   0    0    0    0 S  0.0   0.0   0:04.33 [conninfra_cored]
   795 system       20   0 2.0G 4.6M 4.6M S  0.0   0.0   0:00.16 gbe
   730 system        0 -20 2.1G 2.9M 2.9M S  0.0   0.0   0:01.35 mcDriverDaemon --P1 /mnt/vendor/persist/mcRegistry -r /vendor/app/mcRegistry/06090000000000000000000000000000.drbin -r /vendor/app/mcRegistry/020f0000000000000000000000000000.drbin -r /vendor/app/mcRegistry/05120000000000000000000000000000.drbin -r /vendor/app/mcRegistry/05120000000000000000000000000001.drbin -r /vendor/app/mcRegistry/020b0000000000000000000000000000.drbin -r /vendor/app/mcRegistry/05070000000000000000000000000000.drbin -r /vendor/app/mcRegistry/030b0000000000000000000000000000.drbin -r /vendor/app/mcRegistry/030d0000000000000000000000000000.drbin -r /vendor/app/mcRegistry/03100000000000000000000000000000.drbin -r /vendor/app/mcRegistry/030c0000000000000000000000000000.drbin -r /vendor/app/mcRegistry/40188311faf343488db888ad39496f9a.drbin -r /vendor/app/mcRegistry/070c0000000000000000000000000000.drbin -r /vendor/app/mcRegistry/090b0000000000000000000000000000.drbin -r /vendor/app/mcRegistry/0f5eed3c3b5a47afacca69a84bf0efad.drbin -r /vendor/app/mcRegistry/07060000000000000000000000007169.drbin -r /vendor/app/mcRegistry/4be4f7dc1f2c11e5b5f7727283247c7f.drbin -r /vendor/app/mcRegistry/08070000000000000000000000008270.drbin -r /vendor/app/mcRegistry/09080000000000000000000000009381.drbin -r /vendor/app/mcRegistry/07070000000000000000000000000000.drbin -r /vendor/app/mcRegistry/07407000000000000000000000000000.drbin -r /vendor/app/mcRegistry/9073f03a9618383bb1856eb3f990babd.drbin -r /vendor/app/mcRegistry/5020170115e016302017012521300000.drbin -r /vendor/app/mcRegistry/16605000000000000000000000000000.drbin
   727 radio        20   0  10M 1.3M 1.3M S  0.0   0.0   0:00.17 ccci_rpcd 0
   722 system       20   0  14M 1.6M 1.6M S  0.0   0.0   0:00.26 ccci_mdinit 0
   720 radio         0 -20  13M 1.4M 1.4M S  0.0   0.0   0:01.06 ccci_fsd 0
   715 gpu_service  20   0 2.0G 6.1M 5.7M S  0.0   0.0   0:00.01 gpuservice
   708 audioserver  20   0 2.4G  24M  21M S  0.0   0.3   0:02.92 audioserver
   707 system       20   0 2.0G 5.1M 4.7M S  0.0   0.0   0:00.02 android.hardware.vibrator-service.mediatek
   706 root         20   0 2.0G 9.0M 7.9M S  0.0   0.1   0:01.18 vendor.vivo.hardware.vperf@1.0-service
   704 system       20   0 2.0G 3.5M 3.5M S  0.0   0.0   0:00.01 vendor.vivo.hardware.vpad_bbkts@1.0-service
   702 system       20   0 2.0G 3.6M 3.6M S  0.0   0.0   0:00.01 vendor.vivo.hardware.vdtf@1.0-service
   697 system       20   0 2.0G 3.8M 3.7M S  0.0   0.0   0:00.02 vendor.vivo.hardware.vcustom@1.0-service
   694 system       20   0 2.0G 3.5M 3.5M S  0.0   0.0   0:00.00 vendor.vivo.hardware.vcode@1.0-service
   689 system       20   0 2.0G 4.1M 3.9M S  0.0   0.0   0:01.06 vendor.vivo.hardware.sensorfactory@1.0-service
   686 system       20   0 2.0G 3.6M 3.6M S  0.0   0.0   0:00.01 vendor.vivo.hardware.omnipotentservice@1.0-service
   679 system       20   0 2.0G 4.2M 4.2M S  0.0   0.0   0:00.00 vendor.vivo.hardware.lcmctl@1.0-service
   677 system       20   0 2.0G 4.4M 4.0M S  0.0   0.0   0:00.01 vendor.vivo.hardware.fido@1.0-service
   676 system       20   0 2.0G 4.3M 4.3M S  0.0   0.0   0:00.00 vendor.vivo.hardware.esepowermanager@1.0-service
   673 system       20   0 2.0G 4.0M 3.9M S  0.0   0.0   0:00.00 vendor.vivo.hardware.eid@1.0-service
   669 system       20   0 2.0G 3.7M 3.7M S  0.0   0.0   0:00.00 vendor.vivo.hardware.dualleds@1.0-service
   666 system       20   0 2.0G 4.1M 3.8M S  0.0   0.0   0:00.13 vendor.vivo.hardware.configstore@1.0-service
   665 system       20   0 2.0G 3.5M 3.5M S  0.0   0.0   0:00.02 vendor.vivo.hardware.capacity_key@1.0-service
   664 system       20   0 3.1G  40M  37M S  0.0   0.5   0:03.07 vendor.vivo.hardware.camera3rd.provider@1.0-service
   660 system       20   0 2.0G 3.8M 3.8M S  0.0   0.0   0:00.28 vendor.vivo.hardware.bbkts@1.0-service
   659 system       20   0 2.0G 3.6M 3.6M S  0.0   0.0   0:00.00 vendor.trustonic.tee@1.1-service
   657 system       20   0 2.0G 4.2M 4.2M S  0.0   0.0   0:00.01 vendor.mediatek.hardware.vpu@1.0-service
   656 root         20   0 2.0G 5.0M 4.6M S  0.0   0.0   0:00.01 vendor.mediatek.hardware.nvram@1.1-service
   654 system       20   0 2.1G 7.4M 6.0M S  0.0   0.0   0:04.28 vendor.mediatek.hardware.mtkpower@1.0-service
   652 system       20   0 2.0G 6.1M 6.1M S  0.0   0.0   0:00.01 vendor.mediatek.hardware.gpu@1.0-service
   651 root         20   0 2.0G 5.9M 5.4M S  0.0   0.0   0:00.65 vendor.factory.hardware.vivoem@1.0-service
   650 root         20   0 2.0G 7.1M 6.5M S  0.0   0.0   0:00.01 vendor.aftersale.hardware.vivoasem@1.0-service
   648 system       20   0 2.0G 4.4M 4.3M S  0.0   0.0   0:01.42 android.hardware.lights-service.mediatek
   647 system       20   0 2.1G 4.2M 4.1M S  0.0   0.0   0:00.08 lbs_hidl_service
   646 system       20   0  15M 1.0M 1.0M S  0.0   0.0   0:00.00 vtservice_hidl
   643 root         20   0 2.0G 4.2M 3.8M S  0.0   0.0   0:00.12 android.hardware.usb@1.1-service-mediatek
   642 system       20   0 2.0G 3.9M 3.8M S  0.0   0.0   0:00.16 android.hardware.thermal@2.0-service.mtk
   640 secure_element 20 0 2.1G  10M  10M S  0.0   0.1   0:00.02 android.hardware.secure_element@1.2-service-mediatek
   638 system       20   0 2.0G 3.7M 3.7M S  0.0   0.0   0:03.07 android.hardware.memtrack@1.0-service
   637 system       20   0 2.0G 4.5M 4.2M S  0.0   0.0   0:02.41 android.hardware.health@2.1-service
   633 system       20   0 2.1G 6.8M 6.3M S  0.0   0.0   0:01.35 android.hardware.graphics.allocator@4.0-service-mediatek
   632 system       20   0 2.0G 7.3M 6.8M S  0.0   0.0   0:01.71 android.hardware.gnss@2.1-service-mediatek
   630 system       20   0 2.0G 3.8M 3.8M S  0.0   0.0   0:00.00 android.hardware.gatekeeper@1.0-service
   629 media        20   0  19M 6.8M 6.0M S  0.0   0.0   0:00.10 android.hardware.drm@1.3-service.widevine
   625 media        20   0 2.0G 5.6M 5.6M S  0.0   0.0   0:00.02 android.hardware.drm@1.3-service.clearkey
   624 media        20   0  14M 1.7M 1.7M S  0.0   0.0   0:00.01 android.hardware.cas@1.2-service
   623 bluetooth    20   0 2.1G 3.8M 3.8M S  0.0   0.0   0:00.60 android.hardware.bluetooth@1.0-service-mediatek
   622 audioserver  20   0  82M 8.9M 7.4M S  0.0   0.1   0:03.19 android.hardware.audio.service.mediatek
   621 root         20   0 2.0G 3.7M 3.5M S  0.0   0.0   0:00.05 vendor.factory.hardware.vivoatcmd@1.0-service
   620 system       20   0 2.0G 3.5M 3.4M S  0.0   0.0   0:00.03 android.hidl.allocator@1.0-service
   614 root         20   0 1.8G 134M 132M S  0.0   1.7   0:01.55 zygote
   613 root         20   0 5.3G 154M 150M S  0.0   2.0   0:05.87 zygote64
   612 root         20   0 2.3G 9.1M 7.6M S  0.0   0.1   0:19.64 netd
   611 statsd       20   0 2.1G 4.2M 3.8M S  0.0   0.0   0:06.08 statsd
   605 tombstoned   20   0 2.0G 2.2M 2.2M S  0.0   0.0   0:00.01 tombstoned
   604 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   603 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   602 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
   601 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   600 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   599 root          0 -20    0    0    0 S  0.0   0.0   0:00.00 [loop0]
   581 root         20   0    0    0    0 S  0.0   0.0   0:00.05 [f2fs_gc-253:10]
   580 root         20   0    0    0    0 S  0.0   0.0   0:00.21 [f2fs_discard-25]
   577 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   576 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   564 system       20   0 2.1G 5.2M 5.1M S  0.0   0.0   0:00.06 vendor.vivo.hardware.biometrics.analysis@1.1-service
   562 system       20   0 2.0G 5.2M 4.9M S  0.0   0.0   0:00.16 android.hardware.keymaster@4.0-service.trustonic
   561 system       20   0 2.1G 4.4M 3.8M S  0.0   0.0   1:20.57 android.system.suspend@1.0-service
   560 root         RT   0 2.0G 3.8M 3.4M S  0.0   0.0   0:00.57 aee_aedv64
   559 root         RT   0  13M 1.2M 920K S  0.0   0.0   0:00.20 aee_aedv
   558 root         RT   0 2.0G 4.5M 4.1M S  0.0   0.0   0:00.17 aee_aed64
   557 root         RT   0  16M 2.7M 2.1M S  0.0   0.0   0:00.21 aee_aed
   556 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [f_mtp]
   552 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   551 root         20   0    0    0    0 S  0.0   0.0   0:00.05 [jbd2/sdc19-8]
   547 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   546 root         20   0    0    0    0 S  0.0   0.0   0:00.18 [jbd2/sdc9-8]
   544 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   543 root         20   0    0    0    0 S  0.0   0.0   0:00.07 [jbd2/sdc10-8]
   541 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   540 root         20   0    0    0    0 S  0.0   0.0   0:00.05 [jbd2/sdc21-8]
   538 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   537 root         20   0    0    0    0 S  0.0   0.0   0:00.05 [jbd2/sdc20-8]
   532 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   531 root         20   0    0    0    0 S  0.0   0.0   0:00.06 [jbd2/sdc55-8]
   522 root         20   0 2.0G 5.6M 5.2M S  0.0   0.0   0:00.03 vendor.vivo.hardware.bspservice@1.0-service
   520 root         20   0 2.1G 7.6M 6.6M S  0.0   0.1   0:00.77 vold --blkid_context=u:r:blkid:s0 --blkid_untrusted_context=u:r:blkid_untrusted:s0 --fsck_context=u:r:fsck:s0 --fsck_untrusted_context=u:r:fsck_untrusted:s0
   514 root         -2   0    0    0    0 S  0.0   0.0   0:02.87 [psimon]
   513 system       20   0 2.0G 3.6M 3.5M S  0.0   0.0   0:00.15 vndservicemanager /dev/vndbinder
   512 system       20   0 2.0G 5.9M 5.0M S  0.0   0.0   0:02.42 hwservicemanager
   511 system       20   0 2.0G 6.2M 4.9M S  0.0   0.0   0:30.22 servicemanager
   510 lmkd         -2   0 2.0G 3.5M 2.9M S  0.0   0.0   0:12.54 lmkd
   509 logd         18  -2 2.1G 7.4M 3.6M S  0.0   0.0   0:52.37 logd
   494 root         20   0 2.0G 5.8M 4.4M S  0.0   0.0   0:07.72 ueventd
   492 root         20   0 2.0G 5.2M 4.6M S  0.0   0.0   0:00.60 init subcontext u:r:vendor_init:s0 15
   490 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [usb_dr_workq]
   488 root          0 -20    0    0    0 I  0.0   0.0   0:01.99 [kworker/2:1H]
   487 root          0 -20    0    0    0 I  0.0   0.0   0:02.10 [kworker/3:1H]
   485 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   484 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   483 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   482 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   481 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
   480 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   479 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   478 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   477 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   476 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   475 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   474 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
   473 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   472 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   471 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   470 root          0 -20    0    0    0 I  0.0   0.0   0:00.19 [kworker/6:1H]
   465 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   464 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   463 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   462 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
   461 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   460 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   459 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   458 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   457 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   456 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   455 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
   454 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   453 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   450 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   449 root          0 -20    0    0    0 I  0.0   0.0   0:00.69 [kworker/4:1H]
   447 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   446 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   445 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   444 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
   443 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   442 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   441 root          0 -20    0    0    0 I  0.0   0.0   0:00.23 [kworker/7:2H]
   440 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   439 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   438 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   437 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   436 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   435 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   434 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   433 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   432 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   431 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   430 root          0 -20    0    0    0 I  0.0   0.0   0:00.68 [kworker/5:1H]
   429 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   428 root         20   0    0    0    0 S  0.0   0.0   0:00.06 [jbd2/sdc18-8]
   415 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [vts_collect_wq]
   414 root         RT   0    0    0    0 S  0.0   0.0   0:02.50 [vtsthread0]
   413 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [boost_workq]
   412 root         RT   0    0    0    0 D  0.0   0.0   0:00.01 [wdtk-7]
   411 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [wdtk-6]
   410 root         RT   0    0    0    0 D  0.0   0.0   0:00.02 [wdtk-5]
   409 root         RT   0    0    0    0 D  0.0   0.0   0:00.02 [wdtk-4]
   408 root         RT   0    0    0    0 D  0.0   0.0   0:00.03 [wdtk-3]
   407 root         RT   0    0    0    0 D  0.0   0.0   0:00.03 [wdtk-2]
   406 root         RT   0    0    0    0 D  0.0   0.0   0:00.03 [wdtk-1]
   405 root         RT   0    0    0    0 D  0.0   0.0   0:00.03 [wdtk-0]
   404 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt-wdk]
   403 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [silfp_wq]
   401 root         RT   0    0    0    0 S  0.0   0.0   0:00.10 [core_ctl_v1/7]
   400 root         RT   0    0    0    0 S  0.0   0.0   0:00.09 [core_ctl_v1/4]
   399 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [core_ctl_v1/0]
   398 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ksched_hint]
   397 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [sys_timer_wq]
   396 root         20   0    0    0    0 S  0.0   0.0   0:00.04 [apusys_vpu_rt2]
   395 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [apusys_vpu2]
   394 root         20   0    0    0    0 S  0.0   0.0   0:00.06 [apusys_vpu_rt1]
   393 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [apusys_vpu1]
   392 root         20   0    0    0    0 S  0.0   0.0   0:00.07 [apusys_vpu_rt0]
   391 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [apusys_vpu0]
   390 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [vpu_wq]
   389 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [apusys_mdla_rt1]
   388 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [apusys_mdla1]
   387 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [apusys_mdla_rt0]
   386 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [apusys_mdla0]
   385 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [qos_ipi_recv]
   384 root         20   0    0    0    0 S  0.0   0.0   0:00.05 [cpuhp-ppm]
   383 root         20   0    0    0    0 S  0.0   0.0   0:00.11 [EEMG_CTRL_GPU_H]
   382 root         20   0    0    0    0 S  0.0   0.0   0:00.09 [EEMG_CTRL_GPU]
   381 root         20   0    0    0    0 S  0.0   0.0   0:00.13 [EEM_CTRL_CCI]
   380 root         20   0    0    0    0 S  0.0   0.0   0:00.12 [EEM_CTRL_B]
   379 root         20   0    0    0    0 S  0.0   0.0   0:00.15 [EEM_CTRL_BL]
   378 root         20   0    0    0    0 S  0.0   0.0   0:00.17 [EEM_CTRL_L]
   377 root         20   0    0    0    0 S  0.0   0.0   0:03.85 [vswapd0]
   376 root         20   0    0    0    0 S  0.0   0.0   0:00.07 [rsc_noti]
   374 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:4]
   373 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:0]
   371 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mali_aeewp]
   370 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
   369 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sf_pf_release_t]
   368 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [pf_release_thre]
   367 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   366 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fingerprint_not]
   365 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sf_pf_release_t]
